3bj1A	3bj3C	100.000	142	0	0	1	142	1	142	1.30e-101	289
3bj1A	3bj3A	100.000	142	0	0	1	142	1	142	1.30e-101	289
3bj1A	3bj2C	100.000	142	0	0	1	142	1	142	1.30e-101	289
3bj1A	3bj2A	100.000	142	0	0	1	142	1	142	1.30e-101	289
3bj1A	3bj1C	100.000	142	0	0	1	142	1	142	1.30e-101	289
3bj1A	3bj1A	100.000	142	0	0	1	142	1	142	1.30e-101	289
3bj1A	1xq5C	95.070	142	7	0	1	142	1	142	2.74e-97	278
3bj1A	1xq5A	95.070	142	7	0	1	142	1	142	2.74e-97	278
3bj1A	3bcqC	73.944	142	37	0	1	142	1	142	5.68e-73	216
3bj1A	3bcqA	73.944	142	37	0	1	142	1	142	5.68e-73	216
3bj1A	1v4xC	70.423	142	42	0	1	142	2	143	5.14e-71	212
3bj1A	1v4xA	70.423	142	42	0	1	142	2	143	5.14e-71	212
3bj1A	1v4wC	70.423	142	42	0	1	142	2	143	5.14e-71	212
3bj1A	1v4wA	70.423	142	42	0	1	142	2	143	5.14e-71	212
3bj1A	1v4uC	70.423	142	42	0	1	142	2	143	5.14e-71	212
3bj1A	1v4uA	70.423	142	42	0	1	142	2	143	5.14e-71	212
3bj1A	1ouuC	68.310	142	45	0	1	142	1	142	2.90e-68	205
3bj1A	1ouuA	68.310	142	45	0	1	142	1	142	2.90e-68	205
3bj1A	1outA	68.310	142	45	0	1	142	1	142	2.90e-68	205
3bj1A	6rp5A	67.606	142	46	0	1	142	1	142	2.80e-67	202
3bj1A	4esaC	67.606	142	46	0	1	142	1	142	2.80e-67	202
3bj1A	4esaA	67.606	142	46	0	1	142	1	142	2.80e-67	202
3bj1A	1s5yC	65.493	142	49	0	1	142	1	142	3.76e-66	199
3bj1A	1s5yA	65.493	142	49	0	1	142	1	142	3.76e-66	199
3bj1A	1s5xA	65.493	142	49	0	1	142	1	142	3.76e-66	199
3bj1A	2pegA	65.493	142	49	0	1	142	1	142	3.76e-66	199
3bj1A	1pbxA	65.493	142	49	0	1	142	1	142	3.76e-66	199
3bj1A	4odcA	65.493	142	49	0	1	142	1	142	3.76e-66	199
3bj1A	4iroC	65.493	142	49	0	1	142	1	142	3.76e-66	199
3bj1A	4iroA	65.493	142	49	0	1	142	1	142	3.76e-66	199
3bj1A	1hbhC	65.493	142	49	0	1	142	1	142	3.76e-66	199
3bj1A	1hbhA	65.493	142	49	0	1	142	1	142	3.76e-66	199
3bj1A	2h8fC	65.493	142	49	0	1	142	1	142	3.76e-66	199
3bj1A	2h8fA	65.493	142	49	0	1	142	1	142	3.76e-66	199
3bj1A	2h8dC	65.493	142	49	0	1	142	1	142	3.76e-66	199
3bj1A	2h8dA	65.493	142	49	0	1	142	1	142	3.76e-66	199
3bj1A	3gqgC	65.493	142	49	0	1	142	1	142	3.76e-66	199
3bj1A	3gqgA	65.493	142	49	0	1	142	1	142	3.76e-66	199
3bj1A	3gkvA	65.493	142	49	0	1	142	1	142	3.76e-66	199
3bj1A	4g51C	65.493	142	49	0	1	142	1	142	3.76e-66	199
3bj1A	4g51A	65.493	142	49	0	1	142	1	142	3.76e-66	199
3bj1A	1t1nA	63.380	142	52	0	1	142	1	142	1.05e-64	196
3bj1A	3ng6C	63.380	142	52	0	1	142	1	142	1.05e-64	196
3bj1A	3ng6A	63.380	142	52	0	1	142	1	142	1.05e-64	196
3bj1A	3nfeC	63.380	142	52	0	1	142	1	142	1.05e-64	196
3bj1A	3nfeA	63.380	142	52	0	1	142	1	142	1.05e-64	196
3bj1A	5lfgC	63.380	142	52	0	1	142	1	142	1.05e-64	196
3bj1A	5lfgA	63.380	142	52	0	1	142	1	142	1.05e-64	196
3bj1A	1la6A	63.380	142	52	0	1	142	1	142	1.05e-64	196
3bj1A	3d1kA	63.380	142	52	0	1	142	1	142	1.05e-64	196
3bj1A	2aa1C	63.380	142	52	0	1	142	1	142	1.05e-64	196
3bj1A	2aa1A	63.380	142	52	0	1	142	1	142	1.05e-64	196
3bj1A	6hitG	64.789	142	50	0	1	142	1	142	1.54e-63	193
3bj1A	6hitE	64.789	142	50	0	1	142	1	142	1.54e-63	193
3bj1A	6hitC	64.789	142	50	0	1	142	1	142	1.54e-63	193
3bj1A	6hitA	64.789	142	50	0	1	142	1	142	1.54e-63	193
3bj1A	2r1hC	63.380	142	52	0	1	142	1	142	2.40e-60	185
3bj1A	2r1hA	63.380	142	52	0	1	142	1	142	2.40e-60	185
3bj1A	3bomC	63.380	142	52	0	1	142	1	142	2.40e-60	185
3bj1A	3bomA	63.380	142	52	0	1	142	1	142	2.40e-60	185
3bj1A	6iyhA	61.972	142	54	0	1	142	1	142	5.32e-59	181
3bj1A	6iyiA	61.268	142	55	0	1	142	1	142	6.23e-57	176
3bj1A	1spgA	60.839	143	55	1	1	142	1	143	5.68e-56	174
3bj1A	1hbrA	56.028	141	61	1	2	142	2	141	1.06e-52	165
3bj1A	1hbrC	55.714	140	61	1	2	141	2	140	1.05e-51	163
3bj1A	3gqrG	57.447	141	59	1	2	142	2	141	9.95e-51	160
3bj1A	3gqrE	57.447	141	59	1	2	142	2	141	9.95e-51	160
3bj1A	3gqrC	57.447	141	59	1	2	142	2	141	9.95e-51	160
3bj1A	3gqrA	57.447	141	59	1	2	142	2	141	9.95e-51	160
3bj1A	3gqpC	57.447	141	59	1	2	142	2	141	9.95e-51	160
3bj1A	3gqpA	57.447	141	59	1	2	142	2	141	9.95e-51	160
3bj1A	3d4xC	57.447	141	59	1	2	142	2	141	9.95e-51	160
3bj1A	3d4xA	57.447	141	59	1	2	142	2	141	9.95e-51	160
3bj1A	3w4uC	51.408	142	68	1	1	142	1	141	6.39e-50	158
3bj1A	3w4uA	51.408	142	68	1	1	142	1	141	6.39e-50	158
3bj1A	1jebC	51.408	142	68	1	1	142	1	141	6.39e-50	158
3bj1A	1jebA	51.408	142	68	1	1	142	1	141	6.39e-50	158
3bj1A	1fhjC	55.319	141	62	1	2	142	2	141	1.05e-48	155
3bj1A	1fhjA	55.319	141	62	1	2	142	2	141	1.05e-48	155
3bj1A	2b7hC	55.319	141	62	1	2	142	2	141	1.05e-48	155
3bj1A	2b7hA	55.319	141	62	1	2	142	2	141	1.05e-48	155
3bj1A	3gysC	56.835	139	59	1	2	140	2	139	1.40e-48	155
3bj1A	7k4mE	56.028	141	61	1	2	142	3	142	1.62e-48	155
3bj1A	1bz1C	56.028	141	61	1	2	142	3	142	1.62e-48	155
3bj1A	1bz1A	56.028	141	61	1	2	142	3	142	1.62e-48	155
3bj1A	1babC	56.028	141	61	1	2	142	3	142	1.68e-48	155
3bj1A	1babA	56.028	141	61	1	2	142	3	142	1.68e-48	155
