1zikB	1dgcA	96.667	30	1	0	1	30	23	52	6.77e-13	57.4
1zikB	1ysaC	96.667	30	1	0	1	30	25	54	8.09e-13	57.0
1zikB	1ysaD	96.667	30	1	0	1	30	26	55	8.18e-13	57.0
1zikB	3k7zB	96.667	30	1	0	1	30	1	30	1.13e-12	56.2
1zikB	3k7zA	96.667	30	1	0	1	30	1	30	1.13e-12	56.2
1zikB	6xneC	96.667	30	1	0	1	30	1	30	1.19e-12	56.2
1zikB	1swiC	96.667	30	1	0	1	30	1	30	1.19e-12	56.2
1zikB	1swiB	96.667	30	1	0	1	30	1	30	1.19e-12	56.2
1zikB	1rb4A	96.667	30	1	0	1	30	1	30	1.19e-12	56.2
1zikB	1rb4B	96.667	30	1	0	1	30	1	30	1.28e-12	56.2
1zikB	2dgcA	96.552	29	1	0	1	29	21	49	3.32e-12	55.5
1zikB	3i5cA	96.667	30	1	0	1	30	1	30	4.29e-12	58.2
1zikB	3i5cB	96.667	30	1	0	1	30	1	30	4.49e-12	58.2
1zikB	1ij1C	93.333	30	2	0	1	30	1	30	1.06e-11	53.9
1zikB	1ij1B	93.333	30	2	0	1	30	1	30	1.06e-11	53.9
1zikB	1ij1A	93.333	30	2	0	1	30	1	30	1.06e-11	53.9
1zikB	1ij0C	93.333	30	2	0	1	30	1	30	2.12e-11	53.1
1zikB	1ij0B	93.333	30	2	0	1	30	1	30	2.12e-11	53.1
1zikB	1ij0A	93.333	30	2	0	1	30	1	30	2.12e-11	53.1
1zikB	5apwB	96.552	29	1	0	2	30	36	64	4.29e-11	52.8
1zikB	5apwB	93.103	29	2	0	2	30	2	30	1.53e-10	51.6
1zikB	1llmD	96.154	26	1	0	5	30	60	85	1.44e-09	49.7
1zikB	1llmC	96.154	26	1	0	5	30	60	85	1.57e-09	49.7
1zikB	2b1fA	80.000	30	6	0	1	30	2	31	1.62e-09	48.1
1zikB	2b1fC	80.000	30	6	0	1	30	1	30	1.63e-09	48.1
1zikB	3crpC	80.000	30	6	0	1	30	2	31	1.84e-09	48.1
1zikB	2b1fB	80.000	30	6	0	1	30	1	30	1.88e-09	48.1
1zikB	3crpB	80.000	30	6	0	1	30	2	31	2.27e-09	47.8
1zikB	1unyB	73.333	30	8	0	1	30	1	30	1.23e-08	45.8
1zikB	1uo5A	72.414	29	8	0	2	30	1	29	1.53e-08	45.8
1zikB	1uo4B	72.414	29	8	0	2	30	1	29	3.27e-08	45.1
1zikB	2bniC	66.667	30	10	0	1	30	2	31	4.80e-08	44.7
1zikB	1favA	69.231	26	8	0	5	30	1	26	1.50e-07	44.3
1zikB	2bniD	65.517	29	10	0	2	30	1	29	3.67e-07	42.4
1zikB	2r5dB	63.333	30	11	0	1	30	1	30	5.57e-07	42.0
1zikB	2r5dC	63.333	30	11	0	1	30	1	30	5.57e-07	42.0
1zikB	2r5dA	63.333	30	11	0	1	30	1	30	5.57e-07	42.0
1zikB	2r5bB	63.333	30	11	0	1	30	1	30	5.57e-07	42.0
1zikB	2r5bC	63.333	30	11	0	1	30	1	30	5.57e-07	42.0
1zikB	2r5bA	63.333	30	11	0	1	30	1	30	5.57e-07	42.0
1zikB	2r3cA	63.333	30	11	0	1	30	1	30	5.57e-07	42.0
1zikB	2q3iA	63.333	30	11	0	1	30	1	30	5.57e-07	42.0
1zikB	3mgnB	63.333	30	11	0	1	30	1	30	5.57e-07	42.0
1zikB	3mgnE	63.333	30	11	0	1	30	1	30	5.57e-07	42.0
1zikB	3mgnC	63.333	30	11	0	1	30	1	30	5.57e-07	42.0
1zikB	3mgnA	63.333	30	11	0	1	30	1	30	5.57e-07	42.0
1zikB	3mgnF	63.333	30	11	0	1	30	1	30	5.57e-07	42.0
1zikB	3mgnD	63.333	30	11	0	1	30	1	30	5.57e-07	42.0
1zikB	3l37A	63.333	30	11	0	1	30	1	30	5.57e-07	42.0
1zikB	3l36A	63.333	30	11	0	1	30	1	30	5.57e-07	42.0
1zikB	3l35B	63.333	30	11	0	1	30	1	30	5.57e-07	42.0
1zikB	3l35C	63.333	30	11	0	1	30	1	30	5.57e-07	42.0
1zikB	3l35A	63.333	30	11	0	1	30	1	30	5.57e-07	42.0
1zikB	1gzlB	63.333	30	11	0	1	30	1	30	5.57e-07	42.0
1zikB	1gzlA	63.333	30	11	0	1	30	1	30	5.57e-07	42.0
1zikB	1czqA	63.333	30	11	0	1	30	1	30	5.57e-07	42.0
1zikB	1u9hA	70.000	30	8	1	1	30	1	29	6.08e-07	41.6
1zikB	6psaA	63.333	30	11	0	1	30	1	30	6.57e-07	42.0
1zikB	2r3cB	59.259	27	11	0	4	30	1	27	1.23e-04	36.2
1zikB	4hjbD	69.565	23	7	0	1	23	1	23	1.30e-04	35.8
1zikB	4hjbC	69.565	23	7	0	1	23	1	23	1.30e-04	35.8
1zikB	2r2vC	53.333	30	14	0	1	30	2	31	5.42e-04	34.3
1zikB	2r2vD	53.333	30	14	0	1	30	1	30	6.19e-04	34.3
